Neighborhood,OverallQual,AgeBuildind,ExterQual,BsmtQual,TotalBsmtSF,CentralAir,GrLivArea,TotalArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageCars,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No
14,7,36,3,4,1053,1,1173,2226,2,4,6,3,2,0,1,0,0,0,0,0
16,10,0,5,5,2076,1,2076,4152,2,5,7,4,3,0,1,0,0,0,0,0
6,8,77,3,4,792,1,1517,2309,1,4,7,4,2,0,0,0,0,0,1,0
14,6,23,3,4,585,1,1868,2453,3,3,7,3,2,0,0,0,1,0,0,0
21,7,1,4,4,756,1,1553,2309,2,4,6,0,2,0,1,0,0,0,0,0
11,6,34,3,3,1012,1,1034,2046,1,3,6,0,3,0,1,0,0,0,0,0
17,6,91,3,4,735,0,2058,2793,1,3,8,4,2,0,0,0,0,0,1,0
12,5,57,3,3,876,1,988,1864,1,3,6,0,1,0,1,0,0,0,0,0
12,7,42,4,3,2110,1,2110,4220,2,5,8,3,2,0,1,0,0,0,0,0
16,7,3,4,4,1405,1,1405,2810,2,4,6,4,2,0,1,0,0,0,0,0
11,5,41,3,3,864,1,874,1738,1,3,5,0,1,0,1,0,0,0,0,0
24,7,33,4,3,1192,1,2167,3359,2,4,9,4,2,0,1,0,0,0,0,0
7,7,5,4,4,746,1,1656,2402,2,4,7,4,2,0,0,0,1,0,0,0
3,6,76,3,3,884,1,1367,2251,1,3,6,4,1,0,0,0,0,0,1,0
15,8,14,4,4,1986,1,1987,3973,2,4,7,3,2,0,1,0,0,0,0,0
7,5,87,3,2,864,1,864,1728,1,3,4,0,0,0,0,0,0,0,0,1
8,7,3,4,4,856,1,1166,2022,2,4,5,0,2,0,1,0,0,0,0,0
12,6,39,3,4,1054,1,1054,2108,1,3,6,0,2,0,1,0,0,0,0,0
8,6,10,3,4,841,1,1675,2516,2,3,7,3,2,0,0,0,1,0,0,0
12,5,53,3,3,1050,1,1050,2100,1,3,5,0,1,0,1,0,0,0,0,0
4,4,52,3,3,1104,1,1788,2892,1,3,8,3,1,0,1,0,0,0,0,0
3,6,88,3,3,764,1,1824,2588,1,3,8,4,2,0,0,0,0,0,1,0
12,6,10,4,4,1405,1,1337,2742,2,4,5,0,2,0,1,0,0,0,0,0
21,7,7,4,4,691,1,1452,2143,2,4,6,0,2,0,0,0,0,0,1,0
17,7,97,2,3,925,0,1889,2814,1,3,9,4,1,0,0,0,0,0,1,0
23,9,2,5,5,2002,1,2018,4020,2,5,10,4,3,0,1,0,0,0,0,0
6,8,73,3,3,728,1,3447,4175,3,4,11,4,3,0,0,0,1,0,0,0
12,5,49,3,3,874,1,1524,2398,1,3,7,0,1,0,1,0,0,0,0,0
4,7,31,4,4,1332,1,1524,2856,0,4,4,3,2,0,1,0,0,0,0,0
14,6,41,3,3,1489,1,1489,2978,2,4,7,4,2,0,1,0,0,0,0,0
19,5,41,3,3,935,1,935,1870,1,3,5,0,1,0,1,0,0,0,0,0
7,6,49,3,3,1019,1,1357,2376,1,5,5,4,1,0,0,1,0,0,0,0
6,5,97,3,3,661,1,1250,1911,2,3,8,4,2,0,0,0,0,0,1,0
12,5,59,3,3,928,1,1920,2848,2,3,10,0,2,0,0,0,0,0,1,0
14,6,37,3,3,723,1,1395,2118,1,3,6,3,2,0,1,0,0,0,0,0
14,6,42,3,4,1680,1,1724,3404,1,3,7,4,2,0,1,0,0,0,0,0
5,8,6,4,4,1128,1,2031,3159,2,4,7,4,2,0,1,0,0,0,0,0
9,4,90,3,3,698,1,1128,1826,1,3,6,0,2,0,0,0,0,0,1,0
5,7,7,4,4,1573,1,1573,3146,2,4,6,0,2,0,1,0,0,0,0,0
23,7,16,3,4,1309,1,1339,2648,2,3,6,3,2,0,1,0,0,0,0,0
5,5,32,3,4,1040,1,1040,2080,2,4,5,0,2,0,0,0,0,0,1,0
11,6,39,3,3,912,1,1824,2736,2,3,8,0,0,0,0,0,0,0,0,1
18,6,91,3,3,804,1,2447,3251,2,4,10,4,1,0,0,0,0,0,1,0
3,6,70,3,3,780,1,1412,2192,1,3,6,4,1,0,0,0,0,0,1,0
14,6,47,3,3,1328,1,1328,2656,1,3,6,4,2,0,1,0,0,0,0,0
4,5,42,3,3,1624,1,1582,3206,2,3,7,0,2,0,1,0,0,0,0,0
22,8,9,4,4,1501,1,1659,3160,2,5,5,5,2,0,1,0,0,0,0,0
16,8,0,4,4,1085,1,1970,3055,2,5,8,4,3,0,0,0,1,0,0,0
12,5,46,3,3,1152,1,1152,2304,1,3,6,4,2,0,1,0,0,0,0,0
2,5,37,3,3,630,1,1302,1932,2,3,6,0,1,0,0,0,0,0,1,0
17,5,117,3,3,994,0,2372,3366,2,3,11,0,1,0,1,0,0,0,0,0
14,7,30,3,4,832,1,1664,2496,2,3,8,3,2,0,1,0,0,0,0,0
7,5,51,3,3,864,1,864,1728,1,3,5,0,2,0,0,0,0,0,1,0
12,5,38,3,3,1052,1,1052,2104,1,3,5,0,1,0,1,0,0,0,0,0
12,5,45,3,3,1120,1,1128,2248,2,3,6,0,2,0,1,0,0,0,0,0
7,6,1,3,4,547,1,1072,1619,2,3,5,0,2,0,0,1,0,0,0,0
7,10,0,5,5,6110,1,5642,11752,2,5,12,4,2,0,1,0,0,0,0,0
12,5,51,3,3,1246,1,1246,2492,1,4,6,0,1,0,1,0,0,0,0,0
8,7,10,4,4,978,1,1983,2961,2,4,9,3,2,0,1,0,0,0,0,0
6,6,67,3,3,771,1,1494,2265,1,4,7,4,1,0,1,0,0,0,0,0
15,8,12,4,4,1165,1,2526,3691,2,4,8,3,3,0,1,0,0,0,0,0
21,7,1,4,4,1616,1,1616,3232,2,4,7,0,3,0,1,0,0,0,0,0
7,7,2,4,4,976,1,1708,2684,2,4,7,0,2,0,0,0,0,0,1,0
16,9,3,4,5,1652,1,1652,3304,2,5,6,5,2,0,1,0,0,0,0,0
16,7,1,4,4,1368,1,1368,2736,2,4,6,4,2,0,1,0,0,0,0,0
5,5,15,3,4,990,1,990,1980,1,3,5,0,2,0,0,0,0,0,1,0
17,5,60,3,3,924,1,1122,2046,1,4,6,0,2,0,1,0,0,0,0,0
20,6,17,3,4,1278,1,1294,2572,2,4,6,0,2,0,1,0,0,0,0,0
6,7,51,4,4,1902,1,1902,3804,2,5,7,3,2,0,1,0,0,0,0,0
5,7,2,4,4,1274,1,1274,2548,2,4,6,0,2,0,1,0,0,0,0,0
15,8,17,4,5,1453,1,2810,4263,2,4,9,5,2,0,1,0,0,0,0,0
15,9,11,4,4,1393,1,2599,3992,2,4,10,3,3,0,0,0,1,0,0,0
7,4,53,3,3,948,1,948,1896,1,3,5,3,1,0,0,0,0,0,1,0
12,6,39,3,2,952,1,2112,3064,2,3,9,4,2,0,1,0,0,0,0,0
5,8,1,4,5,1622,1,1630,3252,2,5,8,4,3,0,1,0,0,0,0,0
21,7,1,4,5,1352,1,1352,2704,2,4,5,4,2,0,1,0,0,0,0,0
5,8,5,4,4,1753,1,1787,3540,2,4,7,3,3,0,1,0,0,0,0,0
7,4,53,3,3,864,1,948,1812,1,3,5,0,1,0,1,0,0,0,0,0
12,6,52,3,3,1478,1,1478,2956,1,3,6,4,2,0,1,0,0,0,0,0
3,3,59,3,0,0,0,720,720,1,3,4,0,1,0,0,0,0,0,1,0
15,7,18,4,4,750,1,1923,2673,2,4,8,3,2,0,1,0,0,0,0,0
3,4,69,2,3,420,1,708,1128,1,2,5,0,0,0,0,0,0,0,0,1
21,8,1,4,5,1795,1,1795,3590,2,4,7,4,3,0,1,0,0,0,0,0
9,4,86,3,3,796,0,796,1592,1,3,5,0,0,0,0,0,0,0,0,1
7,3,76,3,3,544,1,774,1318,1,4,6,0,0,0,0,0,0,0,0,1
11,5,26,4,3,816,1,816,1632,1,4,5,5,1,0,1,0,0,0,0,0
17,6,88,4,4,1510,1,2792,4302,2,3,8,3,2,0,0,0,0,0,1,0
8,7,8,3,4,935,1,1632,2567,2,3,8,3,2,0,1,0,0,0,0,0
21,8,1,4,4,1588,1,1588,3176,2,4,7,4,3,0,1,0,0,0,0,0
5,5,30,3,3,911,1,954,1865,1,3,6,0,2,0,0,0,0,0,1,0
7,4,71,3,3,816,1,816,1632,1,3,3,4,1,0,0,0,0,0,1,0
9,5,68,3,3,803,1,1360,2163,1,4,6,0,1,0,0,0,0,0,1,0
2,5,39,3,3,765,1,1365,2130,1,3,7,0,2,0,1,0,0,0,0,0
14,6,32,3,4,1350,1,1334,2684,2,3,6,3,2,0,1,0,0,0,0,0
14,5,35,3,3,1656,1,1656,3312,2,3,8,0,2,0,0,0,0,0,1,0
17,4,65,3,3,693,0,693,1386,1,2,4,0,0,0,0,0,0,0,0,1
5,7,4,4,4,916,1,1861,2777,2,4,8,0,2,0,0,0,1,0,0,0
5,5,34,3,3,864,1,864,1728,1,3,5,0,1,0,1,0,0,0,0,0
12,4,36,3,3,858,1,872,1730,1,3,5,0,4,0,0,0,0,0,1,0
20,6,5,3,4,1114,1,1114,2228,1,4,6,0,2,0,0,0,0,0,1,0
5,8,5,4,4,1284,1,2169,3453,2,4,7,4,2,0,1,0,0,0,0,0
6,6,81,3,3,896,1,1913,2809,1,3,9,3,2,0,0,0,0,0,1,0
5,7,1,4,4,728,1,1456,2184,2,4,8,3,2,0,1,0,0,0,0,0
17,4,87,3,3,960,1,960,1920,1,2,5,0,1,0,0,0,0,0,1,0
14,7,38,3,3,1568,1,2156,3724,2,3,9,4,2,0,1,0,0,0,0,0
23,8,1,4,5,1732,1,1776,3508,2,4,7,4,3,0,1,0,0,0,0,0
20,7,9,4,4,1482,1,1494,2976,2,4,5,2,2,0,1,0,0,0,0,0
17,8,136,3,3,684,0,2358,3042,2,3,8,0,0,0,0,0,0,0,0,1
12,5,40,3,3,1248,1,2634,3882,2,3,12,0,4,0,0,0,0,0,1,0
12,6,46,3,3,858,1,1716,2574,1,3,8,4,2,0,1,0,0,0,0,0
3,6,72,4,3,698,1,1176,1874,1,3,4,0,2,0,0,0,0,0,1,0
15,8,15,4,4,2033,1,3238,5271,2,4,9,5,3,0,1,0,0,0,0,0
5,7,8,4,4,992,1,1865,2857,2,4,7,3,3,0,1,0,0,0,0,0
14,7,38,3,3,570,1,1920,2490,3,4,8,3,2,0,1,0,0,0,0,0
12,5,42,3,3,864,1,892,1756,1,3,5,0,1,0,1,0,0,0,0,0
12,5,39,3,3,1078,1,1078,2156,1,3,6,2,2,0,1,0,0,0,0,0
21,6,10,4,4,756,1,1573,2329,2,4,5,0,2,0,0,0,0,0,1,0
16,9,2,4,5,1980,1,1980,3960,2,5,8,4,3,0,1,0,0,0,0,0
18,5,87,3,3,612,1,2601,3213,3,3,8,0,2,0,0,0,1,0,0,0
22,7,4,4,5,1530,1,1530,3060,2,4,7,4,2,0,1,0,0,0,0,0
12,4,89,3,3,715,1,1738,2453,2,3,7,4,1,0,1,0,0,0,0,0
8,6,1,3,4,616,1,1412,2028,2,4,6,4,2,0,0,0,1,0,0,0
21,7,1,4,4,600,1,1200,1800,2,4,4,0,2,0,0,0,0,0,1,0
21,7,10,4,4,814,1,1674,2488,2,4,7,0,2,0,1,0,0,0,0,0
5,7,9,4,4,873,1,1790,2663,2,4,7,0,2,0,1,0,0,0,0,0
10,5,29,3,3,757,1,1475,2232,2,3,6,3,1,0,1,0,0,0,0,0
5,6,6,4,4,848,1,848,1696,1,4,4,0,2,0,1,0,0,0,0,0
5,8,7,4,4,1657,1,1668,3325,2,4,8,3,2,0,1,0,0,0,0,0
17,4,89,2,3,840,1,1374,2214,1,3,6,0,1,0,0,0,0,0,1,0
12,6,53,3,3,992,1,1661,2653,1,4,8,3,1,0,0,0,1,0,0,0
5,7,8,3,4,1108,1,2097,3205,2,4,8,3,2,0,0,0,0,0,1,0
15,10,6,5,5,2633,1,2633,5266,2,5,8,4,3,0,1,0,0,0,0,0
21,7,3,4,4,1026,1,1958,2984,2,4,9,4,3,0,1,0,0,0,0,0
23,8,0,4,4,1571,1,1571,3142,2,4,7,4,3,0,1,0,0,0,0,0
18,6,78,3,4,768,0,790,1558,1,3,4,0,1,0,0,0,0,0,1,0
7,5,68,3,3,984,1,1604,2588,2,3,6,0,2,0,0,0,0,0,1,0
2,6,33,3,3,483,1,987,1470,1,3,5,0,1,0,0,0,0,0,1,0
23,5,2,3,4,384,1,1394,1778,2,4,7,0,2,0,0,0,1,0,0,0
7,3,96,3,3,864,0,864,1728,1,3,5,0,1,0,0,0,0,0,1,0
12,6,38,3,3,1205,1,2117,3322,2,3,7,4,2,0,1,0,0,0,0,0
17,7,86,3,2,596,1,1762,2358,1,4,8,0,2,0,0,0,0,0,1,0
19,5,89,3,3,816,1,1416,2232,2,4,7,0,2,0,1,0,0,0,0,0
7,6,70,3,3,560,1,1258,1818,1,3,6,0,1,0,0,0,0,0,1,0
9,4,88,3,3,796,1,1154,1950,1,4,7,0,1,0,0,0,0,0,1,0
14,7,28,3,4,1392,1,2784,4176,3,4,12,3,2,0,1,0,0,0,0,0
17,6,91,3,3,714,0,2526,3240,2,4,10,4,1,0,0,0,0,0,1,0
8,9,3,5,5,1746,1,1746,3492,2,5,7,4,3,0,1,0,0,0,0,0
3,6,66,3,3,735,1,1218,1953,1,3,6,4,2,0,0,0,0,0,1,0
5,7,6,4,4,1525,1,1525,3050,2,4,6,0,2,0,1,0,0,0,0,0
12,5,42,3,3,1584,1,1584,3168,2,3,8,0,3,0,0,0,0,0,1,0
12,5,39,3,3,864,1,900,1764,1,3,6,1,1,0,1,0,0,0,0,0
17,6,103,3,2,482,0,1912,2394,2,3,7,3,2,0,0,0,0,0,1,0
0,7,0,4,4,1356,1,1500,2856,2,4,6,4,3,0,1,0,0,0,0,0
23,8,2,4,4,1094,1,2482,3576,2,4,9,4,3,0,0,0,1,0,0,0
23,5,62,3,3,747,1,1687,2434,1,3,7,3,2,0,0,0,0,0,1,0
3,5,87,3,3,939,1,1513,2452,1,3,8,0,1,0,0,0,0,0,1,0
12,5,59,3,3,1208,1,1904,3112,1,3,7,0,1,0,1,0,0,0,0,0
18,6,84,3,3,976,1,1608,2584,2,4,7,4,1,0,0,0,0,0,1,0
3,6,79,3,3,862,1,1158,2020,1,3,5,4,1,0,0,0,1,0,0,0
8,6,4,3,3,839,1,1593,2432,2,3,8,3,2,0,1,0,0,0,0,0
5,7,0,4,4,1286,1,1294,2580,2,4,6,4,2,0,1,0,0,0,0,0
21,8,0,4,4,1485,1,1464,2949,2,4,6,0,3,0,1,0,0,0,0,0
17,3,91,3,3,672,1,1214,1886,1,3,6,0,3,0,0,0,0,0,1,0
6,8,4,4,5,1594,1,1646,3240,2,4,5,4,2,0,1,0,0,0,0,0
5,5,37,3,4,768,1,768,1536,1,3,5,0,2,0,0,0,0,0,1,0
11,5,24,3,3,833,1,833,1666,1,3,5,0,0,0,0,0,0,0,0,1
17,4,100,3,2,622,1,1363,1985,1,3,6,0,2,0,0,0,0,0,1,0
14,7,22,3,4,791,1,2093,2884,2,3,7,3,2,0,1,0,0,0,0,0
5,7,8,4,4,944,1,1840,2784,2,4,6,0,2,0,1,0,0,0,0,0
12,6,59,3,3,856,1,1668,2524,1,3,6,0,1,0,1,0,0,0,0,0
12,4,60,3,0,0,0,1040,1040,2,3,6,0,2,0,0,0,0,0,1,0
20,8,4,4,4,1844,1,1844,3688,2,4,7,4,2,0,1,0,0,0,0,0
3,6,85,3,3,833,1,1848,2681,1,4,8,4,2,0,0,0,0,0,1,0
0,7,2,4,4,1386,1,1569,2955,2,4,7,3,3,0,1,0,0,0,0,0
17,4,125,3,3,777,1,2290,3067,2,3,11,0,2,0,0,0,0,0,1,0
15,8,11,4,4,1284,1,2450,3734,2,4,7,3,3,0,1,0,0,0,0,0
12,5,45,3,3,1144,1,1144,2288,1,3,6,0,1,0,0,0,0,0,1,0
6,6,37,4,3,1844,1,1844,3688,2,4,7,3,2,0,1,0,0,0,0,0
14,6,38,3,3,708,1,1416,2124,2,3,7,3,2,0,1,0,0,0,0,0
13,6,33,3,4,1069,1,1069,2138,2,3,4,2,2,0,1,0,0,0,0,0
5,6,5,4,4,848,1,848,1696,1,4,3,0,2,0,1,0,0,0,0,0
7,6,40,4,4,697,1,2201,2898,2,4,8,4,2,0,1,0,0,0,0,0
12,5,49,3,3,1024,1,1344,2368,1,3,6,3,1,0,0,0,0,0,1,0
12,6,49,4,3,1252,1,1252,2504,1,4,7,0,2,0,0,0,0,0,1,0
15,7,14,4,4,1223,1,2127,3350,2,4,5,3,2,0,1,0,0,0,0,0
12,5,63,3,3,913,1,1558,2471,1,3,6,3,1,0,1,0,0,0,0,0
17,5,70,3,3,788,1,804,1592,1,4,4,4,1,0,1,0,0,0,0,0
14,6,26,4,4,1440,1,1440,2880,2,4,7,3,2,0,1,0,0,0,0,0
8,5,1,4,4,732,1,1838,2570,2,3,7,4,2,0,0,0,1,0,0,0
13,6,33,3,4,958,1,958,1916,2,3,5,0,2,0,1,0,0,0,0,0
17,4,80,3,3,656,1,968,1624,2,3,5,0,1,0,0,0,0,0,1,0
8,6,8,3,4,936,1,1792,2728,2,3,8,3,2,0,1,0,0,0,0,0
11,5,29,3,3,1126,1,1126,2252,2,3,5,4,2,0,1,0,0,0,0,0
12,6,46,4,3,1319,1,1537,2856,1,4,7,4,2,0,1,0,0,0,0,0
12,4,36,3,3,864,1,864,1728,1,3,5,0,2,0,0,0,0,0,1,0
16,8,0,5,5,1932,1,1932,3864,2,5,7,4,3,0,1,0,0,0,0,0
17,6,53,3,3,912,1,1236,2148,1,3,6,0,2,0,1,0,0,0,0,0
14,7,28,3,3,539,1,1725,2264,2,3,6,3,2,0,1,0,0,0,0,0
6,6,86,3,5,588,1,2555,3143,2,3,11,4,2,0,0,0,0,0,1,0
5,6,4,4,4,848,1,848,1696,1,4,3,3,2,0,1,0,0,0,0,0
21,10,1,5,5,1017,1,2007,3024,2,5,10,5,3,0,1,0,0,0,0,0
3,6,93,3,3,952,0,952,1904,1,2,4,4,1,0,0,0,0,0,1,0
5,7,3,4,4,1422,1,1422,2844,2,4,7,0,2,0,1,0,0,0,0,0
19,6,41,3,3,814,1,913,1727,1,3,6,0,1,0,0,0,0,0,1,0
11,5,48,3,3,1188,1,1188,2376,1,3,6,0,1,0,1,0,0,0,0,0
5,8,12,4,4,1220,1,2090,3310,2,4,8,3,2,0,1,0,0,0,0,0
7,4,97,3,2,560,0,1346,1906,1,3,6,0,1,0,0,0,0,0,1,0
10,5,36,3,4,630,1,630,1260,1,5,3,0,0,0,0,0,0,0,0,1
12,5,35,3,4,896,1,1792,2688,2,3,8,0,0,0,0,0,0,0,0,1
21,8,1,4,4,1573,1,1578,3151,2,5,7,4,3,0,1,0,0,0,0,0
7,5,1,3,4,547,1,1072,1619,1,3,5,0,2,0,0,1,0,0,0,0
11,5,0,3,4,1140,1,1140,2280,1,3,6,0,0,0,0,0,0,0,0,1
21,7,5,4,4,1221,1,1221,2442,2,4,6,0,2,0,1,0,0,0,0,0
8,6,8,3,4,953,1,1647,2600,2,3,7,3,2,0,1,0,0,0,0,0
14,6,32,3,4,1542,1,2073,3615,2,3,7,3,2,0,1,0,0,0,0,0
6,7,69,5,3,1152,1,2340,3492,2,4,9,4,1,0,1,0,0,0,0,0
12,5,60,3,3,1078,1,1078,2156,1,4,5,0,1,0,1,0,0,0,0,0
7,5,43,4,3,1256,1,1256,2512,1,3,6,0,1,0,1,0,0,0,0,0
